School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,721,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3666,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4533,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,170,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,203,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,58793,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,65551,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,56948,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,69170,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8402,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9379,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,55829,,,Chronically Absent Students,White,Female,,,,
2020-2021,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,65371,,,Chronically Absent Students,White,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,228,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,202,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1325,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1641,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,149,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,163,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,26582,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,28373,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,17397,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,19781,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7310,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7575,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,49839,,,Chronically Absent Students,White,Female,,,,
2020-2021,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,53213,,,Chronically Absent Students,White,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,423,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,402,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,940,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1147,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,577,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,634,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8380,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9111,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10204,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11043,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3718,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3823,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,29289,,,Chronically Absent Students,White,Female,,,,
2020-2021,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,31025,,,Chronically Absent Students,White,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,486,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,535,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,564,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,683,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,145,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,190,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4838,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,5542,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11846,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,13245,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2980,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,3119,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21307,,,Chronically Absent Students,White,Female,,,,
2020-2021,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,22645,,,Chronically Absent Students,White,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,165,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,183,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1807,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2061,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,189,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,207,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,20503,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,22106,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11423,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,13005,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,5892,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6513,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,70370,,,Chronically Absent Students,White,Female,,,,
2020-2021,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,80908,,,Chronically Absent Students,White,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,708,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,674,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,519,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,578,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,56,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,59,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,41679,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,46963,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6724,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7380,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2914,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2966,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,34447,,,Chronically Absent Students,White,Female,,,,
2020-2021,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,36534,,,Chronically Absent Students,White,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,189,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,227,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,182,,,Chronically Absent Students,Asian,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,183,,,Chronically Absent Students,Asian,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,15,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,22,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1221,,,Chronically Absent Students,Black or African American,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1425,,,Chronically Absent Students,Black or African American,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,647,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,756,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,613,,,Chronically Absent Students,Two or more races,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,697,,,Chronically Absent Students,Two or more races,Male,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,13834,,,Chronically Absent Students,White,Female,,,,
2020-2021,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,15801,,,Chronically Absent Students,White,Male,,,,
2020-2021,MARYLAND,,,,,814,Chronic absenteeism--Students absent 10% or more school days,303,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2020-2021,MARYLAND,,,,,814,Chronic absenteeism--Students absent 10% or more school days,324,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2020-2021,MARYLAND,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1806,,,Chronically Absent Students,Asian,Female,,,,
